Name,Points,Status,Claim Points,Approve QA,Complete Doublecheck,Deny QA,Shift,Created by,Created time,People,QA,Person,Last edited time,Last edited by,Role Badge,Date,Google Tasks ID,Description,Completed By
Put Pies in Freezer,10,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 9:15 PM",,,,"March 30, 2025 8:08 PM",Riverside Admin,,"March 30, 2025 12:00 AM (MDT) → April 2, 2025 12:00 AM (MDT)",,,
Assemble 50 Pie,30,Awaiting Review,,,,,,Cameron Ely-Murdock,"March 1, 2025 9:55 PM",,,,"May 5, 2025 6:42 PM",Cameron Ely-Murdock,,,,,
Coordinate 250 Pie Assembly,50,Done,,,,,,Cameron Ely-Murdock,"March 1, 2025 9:55 PM",,,,"May 5, 2025 6:33 PM",Cameron Ely-Murdock,,,,,
Sweep Entry,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:30 PM",,,,"March 30, 2025 7:27 PM",Riverside Admin,,,,,
Sweep Loft,,Done,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:30 PM",,,,"May 5, 2025 6:33 PM",Cameron Ely-Murdock,,,,,
Sweep Cafe,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:31 PM",,,,"March 1, 2025 10:31 PM",Cameron Ely-Murdock,,,,,
Vaccuum Entry,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:31 PM",,,,"March 2, 2025 12:53 AM",Cameron Ely-Murdock,,,,,
Mop Loft,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:31 PM",,,,"March 1, 2025 10:31 PM",Cameron Ely-Murdock,,,,,
Mop Cafe,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:31 PM",,,,"March 1, 2025 10:32 PM",Cameron Ely-Murdock,,,,,
Sweep Hallway,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:32 PM",,,,"March 1, 2025 10:32 PM",Cameron Ely-Murdock,,,,,
Sweep Bathrooms,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:33 PM",,,,"March 1, 2025 10:33 PM",Cameron Ely-Murdock,,,,,
Mop Hallway,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:33 PM",,,,"March 1, 2025 10:33 PM",Cameron Ely-Murdock,,,,,
Mop Bathrooms,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:33 PM",,,,"March 1, 2025 10:33 PM",Cameron Ely-Murdock,,,,,
Clean Bathrooms,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:33 PM",,,,"March 1, 2025 10:33 PM",Cameron Ely-Murdock,,,,,
Wipe Down Cafe Bar,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:33 PM",,,,"March 1, 2025 10:33 PM",Cameron Ely-Murdock,,,,,
Organize Behind Cafe,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:33 PM",,,,"March 1, 2025 10:34 PM",Cameron Ely-Murdock,,,,,
Sweep Kitchen,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:34 PM",,,,"March 1, 2025 10:34 PM",Cameron Ely-Murdock,,,,,
Mop Kitchen,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:34 PM",,,,"March 1, 2025 10:34 PM",Cameron Ely-Murdock,,,,,
Wipe Down Kitchen,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:34 PM",,,,"March 1, 2025 10:34 PM",Cameron Ely-Murdock,,,,,
Wash Dishes,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:34 PM",,,,"March 1, 2025 10:34 PM",Cameron Ely-Murdock,,,,,
Take Out Compost,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:36 PM",,,,"March 1, 2025 10:36 PM",Cameron Ely-Murdock,,,,,
Take Out Trash,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:36 PM",,,,"March 1, 2025 10:36 PM",Cameron Ely-Murdock,,,,,
Clean Dish Traps,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:36 PM",,,,"March 1, 2025 10:36 PM",Cameron Ely-Murdock,,,,,
Clean Grease Trap,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:36 PM",,,,"March 1, 2025 10:36 PM",Cameron Ely-Murdock,,,,,
Fix XYZ,20,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 10:36 PM",,,,"March 1, 2025 10:37 PM",Cameron Ely-Murdock,,,,,
Prep Muffins,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:23 PM",,,,"March 1, 2025 11:27 PM",Cameron Ely-Murdock,,,,,
Prep Banana bread,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:27 PM",,,,"March 1, 2025 11:27 PM",Cameron Ely-Murdock,,,,,
Make Cookies,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:27 PM",,,,"March 1, 2025 11:27 PM",Cameron Ely-Murdock,,,,,
Promote Event Instagram,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:29 PM",,,,"March 1, 2025 11:30 PM",Cameron Ely-Murdock,,,,,
Promote Event Facebook,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:30 PM",,,,"March 1, 2025 11:30 PM",Cameron Ely-Murdock,,,,,
Promote Event ONE,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:30 PM",,,,"March 1, 2025 11:30 PM",Cameron Ely-Murdock,,,,,
Promote Event Post Flyers,,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:30 PM",,,,"March 1, 2025 11:31 PM",Cameron Ely-Murdock,,,,,
Check Liquor Inventory,10,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:31 PM",,,,"March 1, 2025 11:45 PM",Cameron Ely-Murdock,,,,,
Check Pie Inventory,5,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:32 PM",,,,"March 1, 2025 11:45 PM",Cameron Ely-Murdock,,,,,
Check Stand Inventory,10,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:32 PM",,,,"March 1, 2025 11:45 PM",Cameron Ely-Murdock,,,,,
Check Kitchen Inventory,10,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:32 PM",,,,"March 1, 2025 11:45 PM",Cameron Ely-Murdock,,,,,
Leaf Blowing,5,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:40 PM",,,,"March 1, 2025 11:45 PM",Cameron Ely-Murdock,,,,,
Closing Circle,2,Needed,,,,,,Cameron Ely-Murdock,"March 1, 2025 11:44 PM",,,,"March 1, 2025 11:44 PM",Cameron Ely-Murdock,,,,,
Sign Checks,,Needed,,,,,,Cameron Ely-Murdock,"March 2, 2025 2:06 AM",,,,"March 2, 2025 2:06 AM",Cameron Ely-Murdock,,,,,
Bake Bananna Bread,5,Awaiting Review,,,,,,Cameron Ely-Murdock,"March 2, 2025 1:47 AM",,,,"March 19, 2025 3:55 PM",Cameron Ely-Murdock,,,,,
Sweep Stand,2,Done,,,,,,Cameron Ely-Murdock,"March 2, 2025 1:45 AM",,,,"March 19, 2025 3:35 PM",Cameron Ely-Murdock,,,,,
Give shift report to next staff & communicate new/what needs to be done,1,Done,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",@Cameron Ely-Murdock  (https://www.notion.so/1aa1503617b480f68941c9feb4424819?pvs=21),,,"May 5, 2025 6:18 PM",Cameron Ely-Murdock,,,ajBnaGlJNElZXzZZSm1CVg,,
Check schedule for next two weeks and confirm shifts,1,Done,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"May 5, 2025 6:18 PM",Cameron Ely-Murdock,,,dFVpakJHd3pXaFRocEZjbQ,,
Count cash box & put anything over $150 in envelope under Richards office door,1,Done,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"May 5, 2025 6:18 PM",Cameron Ely-Murdock,,,OVFYeVIyNzNWbHB6MnN0cA,,
Shift hand-off sheet filled out,1,Done,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"May 5, 2025 6:18 PM",Cameron Ely-Murdock,,,RlZRekhtcXpsbWlZSW5YNA,,
"toilet, sink, mirror, fill soap",3,Done,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"April 14, 2025 6:30 PM",Cameron Ely-Murdock,,,WElNOWw5Y2J0b3VCRVNCZw,,
Restock towels & TP,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,WUxOWHFOeUJjSE41eS1Mdg,,
Bathroom - Daily,2,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,b2pZQ3lOVFMzbmZaMFl2NA,,
"Build fire, if needed",5,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,aUFxRGRJTWpNS3ljTTdhbA,,
Open Sign On,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,bzdfZFVhRHMtN2JnR2N4SA,,
Music On,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,b3ZUNUt1MVdLMkZqRW42QQ,,
Turn on heater/cooler,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,ZGpXdmctNGJSbUtReDU3ZQ,,
"Open garage doors, if needed",1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,RU02NHZyWWtzT0hkMWtVdw,,
Turn all lights on,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,dDl2YUtQU3VGY1RiTkdITA,,
Awnings up (if needed),1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,dzgtTHVKRkZ1QlAwZzM5TQ,,
Wipe outside Tables,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,NGh6SmNsZlJHbmVtcFZxRg,,
The Stand Room - Daily,3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,N2x4emk0RllHdVRHcEEyOQ,,
Stools Outside,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",@Cameron Ely-Murdock  (https://www.notion.so/1aa1503617b480f68941c9feb4424819?pvs=21),,,"April 17, 2025 4:08 PM",Cameron Ely-Murdock,,,RElSTVJIUWRLZElrdlJObQ,,
Rug Out,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,MUxjaDBELVJ0THdDSHZ6TA,,
Chairs Down,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,TmQ4SXlWQjJMUzU1ZEQ5Ng,,
Get cash box,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,SFp3eWxta1R1R2o2NThQZQ,,
Café & Patio - Daily,4,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 30, 2025 7:28 PM",Pipedream,,,eWVhUFhnTTdlWGtqeEhIcA,,
Get Ice,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Get 3 rags for day,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Connect Calendar,5,Needed,,,,,,Riverside Admin,"March 30, 2025 6:49 PM",,,,"May 5, 2025 6:55 PM",Cameron Ely-Murdock,,"April 1, 2025 12:00 AM (MDT) → April 4, 2025 12:00 AM (MDT)",N3drNzExQUJ6WExTSDZjNw,,
Riverside Tasks - Daily,4,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Drip Coffee,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Restock Pastry Fridge,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Baked goods out,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Put away dishes,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Bake Banana bread and muffins and any other baked goods if needed,10,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Oven on 350F,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Set Grind,3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Warm up machine,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Assemble Espresso Machine,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Dump out blue water and rinse off wands,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Lay out Mats,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Turn on Doordash iPad,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Turn front/back lights on,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Monday: Bring Milk Coolers in,3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Barista Station - Daily,11,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
WATERING OUTSIDE N/A now (Summer),,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 6:25 PM",,,,"March 19, 2025 6:25 PM",Cameron Ely-Murdock,,,,,
Clean floors,5,Awaiting Review,,,,,,Cameron Ely-Murdock,"March 19, 2025 4:00 PM",,,Cameron Ely-Murdock,"March 26, 2025 8:07 AM",Cameron Ely-Murdock,,,,,
Made pudding,3,Done,,,,,"DOOR (https://www.notion.so/DOOR-1f21503617b4808f9739f17bab1e27dd?pvs=21), Shift (https://www.notion.so/Shift-1f21503617b48043b8c2f4e69dd5a3bb?pvs=21)",Cameron Ely-Murdock,"March 5, 2025 11:09 PM",@Cameron Ely-Murdock  (https://www.notion.so/1aa1503617b480f68941c9feb4424819?pvs=21),,Cameron Ely-Murdock,"March 19, 2025 3:35 PM",Cameron Ely-Murdock,,,,,
Swept up,5,Done,,,,,,Cameron Ely-Murdock,"March 5, 2025 7:55 PM",@Cameron Ely-Murdock  (https://www.notion.so/1aa1503617b480f68941c9feb4424819?pvs=21),,Cameron Ely-Murdock,"March 19, 2025 3:35 PM",Cameron Ely-Murdock,,,,,
new 1111,11,Awaiting Review,,,,,,Riverside Admin,"March 30, 2025 7:44 PM",,,,"May 12, 2025 1:35 PM",Cameron Ely-Murdock,,"March 30, 2025 12:00 AM (MDT) → April 3, 2025 12:00 AM (MDT)",cGhHQW43X2tTd19uY0tZMQ,,Cameron Ely-Murdock
Set Up Liquor,10,Awaiting Review,,,,,,Cameron Ely-Murdock,"March 2, 2025 1:54 PM",,,,"March 19, 2025 3:54 PM",Cameron Ely-Murdock,,,,,
Set out Barmats,7,Done,,,,,,Cameron Ely-Murdock,"March 2, 2025 1:55 PM",,,,"March 2, 2025 3:02 PM",Cameron Ely-Murdock,,,,,
Cut lemons/limes,,Needed,,,,,,Cameron Ely-Murdock,"March 2, 2025 1:55 PM",,,,"March 2, 2025 1:56 PM",Cameron Ely-Murdock,,,,,
Barista Station - Daily,11,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Monday: Bring Milk Coolers in,3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Turn front/back lights on,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Lay out Mats,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Turn on Doordash iPad,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Dump out blue water and rinse off wands,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Assemble Espresso Machine,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Warm up machine,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Set Grind,3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Oven on 350F,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Put away dishes,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Bake Banana bread and muffins and any other baked goods if needed,5,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 6:17 PM",Cameron Ely-Murdock,,,,,
Baked goods out,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Restock Pastry Fridge,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Riverside Tasks - Daily,4,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Drip Coffee,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Get 3 rags for day,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Get Ice,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Café & Patio - Daily,4,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Get cash box,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Rug Out,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Chairs Down,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Wipe outside Tables,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Stools Outside,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Awnings up (if needed),1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
The Stand Room - Daily,3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
"Open garage doors, if needed)",1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Turn all lights on,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Turn on heater/cooler,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Music On,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Open Sign On,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
"Build fire, if needed.",5,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Bathroom - Daily,2,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Restock towels & TP,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
"toilet, sink, mirror, fill soap",3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Count cash box & put anything over $150 in envelope under Richards office door,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Shift hand-off sheet filled out,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Give shift report to next staff & communicate new/what needs to be done,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Check schedule for next two weeks and confirm shifts.,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Restocking,14,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Look for boxes that have been delivered - open them - put stock away - discard packaging,3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Restock Teas,3,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
"Restock paper goods (cups, lids, straws, forks, napkins, sleeves)",1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
"Restock customer station (sugars, lids, straws, stir sticks, forks)",1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Restock pies,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Restock Milk Fridge,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Check pies for restocking & defrost if needed,1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
"Restock paper goods behind counter (cups, lids, pie bags, napkins)",1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
"Restock sugars, honey, cinnamon, nutmeg",1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
"Refill syrups, and wipe bottles",1,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
Bake Banana bread and muffins and any other baked goods if needed,10,Needed,,,,,,Cameron Ely-Murdock,"March 19, 2025 5:53 PM",,,,"March 19, 2025 5:53 PM",Cameron Ely-Murdock,,,,,
